If	Then	Confidence
B07BXKYRN6	B0084Z6WUK	1.00
B00BG34FKG	B00LCVVDOI	0.83
B000H67LEA	B00LCVVDOI	0.50
B07BP31RLV	B015GPJF2C	1.00
B07DM1QZ38	B00I5RBJ32	1.00
B00BJH4NWO	B000H3T5HO	1.00
B00I5RKX02	B00YS65KTS	1.00
B00LCVVDOI	B000H3T5HO	1.00
B000A0UO0G	B000HG8XXS	0.50
B00J9C5US2	B01BVF5CN2	1.00
B003A7PB5Y	B01KBF01FM	0.67
B003VR4XH0	B00BJH3JT2	1.00
B008DD5114	B011W56OXS	1.00
B002YAGIOG	B07D1TRJ94	1.00
B019NGYG2E	B00BG34FKG	1.00
B07BSV262S	B00S50FSH2	0.67
B00T6J4IQI	B011W56OXS	1.00
B00YS65KTS	B06WW5SZLV	1.00
B007KFQ3E0	B003AIKE3C	1.00
B01C7YZN1C	B003IC4W6A	1.00
B000H3T5HO	B000H3NRPK	0.86
B01I5QJDZ8	B00OQ7R9DE	1.00
B003QHZARM	B00JMBDN8O	1.00
B07CM33RK6	B013O1T4NA	1.00
B00BJH4NWO	B000H3NRPK	1.00
B002KJ3A74	B01LQP6VTG	0.67
B003QHZDW4	B07BR6RMYS	0.67
B00YD39QS2	B075VFSLF2	1.00
B000H3T5HO	B00LCVVDOI	0.71
B001V51SIG	B06WW5SZLV	1.00
B01ENRXHLO	B01FR8IDFI	1.00
B07JHBBGQ9	B075VFSLF2	1.00
B000000XB8	B01M3R75G6	1.00
B004GGU9QY	B007P28FN0	1.00
B002B57MA8	B000A0UO0G	0.67
B00BJH4NWO	B00236ZCMK	1.00
B00IMSWSZ2	B07BP31RLV	0.67
B00MDU0X7A	B00284B0AK	1.00
B07D1TRJ94	B00P2D5U7I	0.83
B002N3CE0Q	B00BJH4NXS	0.67
B000WNL1G2	B01N8VPAQG	1.00
B00YS65KTS	B01N2OZV41	0.67
B003E8ZORY	B00I5RKX02	0.67
B00R9X97YG	B07B7L8C6K	1.00
B07C27N7WM	B00YS65KTS	1.00
B07C5F6YDF	B001RNO30W	1.00
B003ITL74S	B002UDUPP0	0.80
B002YAGIOG	B07CM33RK6	1.00
B01KBF01FM	B01FR8IDFI	1.00
B003E8ZORY	B00F8JH15U	0.67
B00004U3SS	B00001TOXD	1.00
B004GGU9QY	B001SES07C	1.00
B0042ZG2K6	B002KJ3A74	0.67
B06WW5SZLV	B01KU4LRW0	1.00
B07BP31RLV	B002UDUPP0	1.00
B00I5RKX02	B074MNNW5T	1.00
B008DD510A	B008DD51O6	1.00
B001M5CSW0	B01N8VPAQG	1.00
B003E8ZORY	B01IVEI1WA	0.67
B012S37HQ6	B00P2D5U7I	1.00
B000H3VFLS	B00FB3JHVO	1.00
B001SES07C	B01LF76SJS	1.00
B013O1T4NA	B003AIKE6E	1.00
B001V51SIG	B00YS65KTS	1.00
B00BJH25Y2	B000H3T5HO	1.00
B00NVKOEV2	B01KWX8NU8	1.00
B00BG34G3C	B00BG34FKG	1.00
B003QHZDW4	B00BG34FKG	1.00
B00BM5RUNM	B000A0UO0G	0.67
B000PLTLNG	B07B7L8C6K	1.00
B07C9RTFWS	B003ITL74S	0.67
B00T6JFPBK	B008DD510A	1.00
B00BJH3JT2	B000H3T5HO	1.00
B000HG8XXS	B00001TOXD	1.00
B01M3R75G6	B004GGU9QY	1.00
B07KGHTC97	B00BZ5PE64	1.00
B016C9GLBY	B008DD510A	1.00
B00BMDAEHS	B001E2R2M2	1.00
B01BVF5CN2	B00J9C5US2	1.00
B07DM1QZ38	B0042Z74VM	1.00
B013O1T4NA	B002YAGIOG	1.00
B06WW5SZLV	B003E8ZORY	1.00
B076BQDH8N	B00567KJ6C	1.00
B001EVXRE0	B00R9X97YG	1.00
B00MDU0XCA	B00LCVVDOI	0.75
B07J4VF2C8	B01FQUHACY	1.00
B06WW5SZLV	B01FQUHACY	0.67
B00OQ7R9DE	B003A7PB5Y	1.00
B00SOFZTCW	B007FPQ3TU	1.00
B004GGU9QY	B005TS13Y0	1.00
B0042U3F6A	B00LCVVDOI	1.00
B00BJH3JT2	B000H3NRPK	1.00
B00UM239Y0	B01NC0KC30	0.67
B074N78SXG	B00IKCMPB2	1.00
B008DD51O6	B01FI68VQA	0.67
B07532QVC5	B01N8VPAQG	1.00
B07CM33RK6	B01M3R75G6	1.00
B00ZPFA8T8	B001M5CSW0	1.00
B00BG34FKG	B002B57MA8	0.50
B07C27N7WM	B06XRSGM2R	1.00
B00BJH3JT2	B00236ZCMK	1.00
B00IKCMPAS	B01BVF5CN2	1.00
B07BT98MVN	B007KFQ3E0	1.00
B07C5F6YDF	B07D1TRJ94	1.00
B003AIKE6E	B00KX22PBC	1.00
B00BM5RUNM	B0087UKLR2	0.67
B00FB3JHVO	B003QHZARM	0.67
B004GGU9QY	B013O1T4NA	1.00
B003A7PB5Y	B01FR8IDFI	1.00
B076BQDH8N	B07BXKYRN6	1.00
B002YAGIOG	B00318CBS2	1.00
B07JKZR4BP	B00BMDAEHS	0.50
B003VR4XH0	B01KWX8NU8	1.00
B003A8H7NW	B000H3VFLS	1.00
B01HNOIS4A	B000000XB8	1.00
B00ZPFA8T8	B0006GK6YS	1.00
B01HNOIS4A	B00KX22PBC	1.00
B001V51SIG	B074MNNW5T	1.00
B00I5RKX02	B003A7PB5Y	1.00
B009A882D0	B001SES07C	1.00
B00BMDAEHS	B00MDU0XCA	0.67
B07BRDZVK2	B001SES07C	1.00
B003A7PB5Y	B003IC4W6A	1.00
B074MN5RRD	B011W56OXS	1.00
B00001TOXD	B00BG34FKG	0.75
B008DD51O6	B016C9GLBY	1.00
B003IC4W6A	B01KU4LRW0	1.00
B00IP8Q9KE	B019NGYG2E	0.67
B00322XV8Q	B00BG34FKG	1.00
B074MNNW5T	B00I5RKX02	0.67
B005TS13Y0	B000000XB8	1.00
B005TS13Y0	B00KX22PBC	1.00
B002UDUPP0	B000A0UO0G	0.50
B001EVXRE0	B07B7L8C6K	1.00
B07C5F6YDF	B07CM33RK6	1.00
B00MDU0XCA	B00BG34FKG	1.00
B01LX9T2O1	B00P2D5U7I	1.00
B074MNNW5T	B01ENRXHLO	0.67
B074MNNW5T	B01EV7JN5K	1.00
B01I5QJDZ8	B008DD5114	1.00
B01N6X67A8	B0041GWHEG	1.00
B000A0UO0G	B00BM5RUNM	0.50
B00JMBCUKG	B00MWQKXTI	1.00
B00IMSWSZ2	B00BG34G3C	1.00
B002B4EAZY	B00001TOXD	1.00
B00BZ5S9QG	B000H3NRPK	1.00
B00W9DYBDS	B00KX22PBC	1.00
B015GPJF2C	B07C9RTFWS	0.67
B07CM33RK6	B003AIKE6E	1.00
B074MNNW5T	B01IVEI1WA	0.67
B07CM33RK6	B01D10RT22	1.00
B004661X8W	B00YD39QS2	1.00
B000WNL1G2	B00MDU0X7A	1.00
B003IC4W6A	B003E8ZORY	1.00
B00IMSWSZ2	B003QHZAKO	0.67
B07C27N7WM	B003A7PB5Y	1.00
B008DD51O6	B07C27N7WM	0.67
B07B7L8C6K	B00KQF4VZY	1.00
B00MDU0XCA	B07FXN39TM	0.50
B00KX22PBC	B01M3R75G6	1.00
B07J4VF2C8	B003E8ZORY	1.00
B002KJ3A74	B00MDU0XCA	1.00
B000YPMJF0	B00BG34G3C	1.00
B003QHZDW4	B00IP8Q9KE	1.00
B07J4VF2C8	B016C9GLBY	1.00
B07KGHTC97	B003QHZDW4	1.00
B01BVF5CN2	B01NC0KC30	1.00
B0089B1YSE	B00IKCMPAS	1.00
B003AIKE6E	B07D1TRJ94	1.00
B07BSV262S	B01MV12ZLL	0.67
B00MDU0XCA	B019NGYG2E	0.50
B00WFAGA7A	B000H3T5HO	1.00
B011W56OXS	B016C9GLBY	1.00
B00YD39QS2	B07JHBBGQ9	1.00
B074MNNW5T	B01H5RFYT2	1.00
B07CKZVG19	B00J9C5US2	1.00
B001M5CSW0	B00MDU0X7A	1.00
B00284B0AK	B001M5CSW0	1.00
B000YPMJF0	B01KWX8NU8	1.00
B00LCVVDOI	B003ITL74S	0.60
B003QHZDW4	B00BJH25Y2	0.67
B01KU4LRW0	B06WW5SZLV	1.00
B000000XB8	B01LF76SJS	1.00
B074MN5RRD	B0765CR135	1.00
B00WFAGA7A	B000H3NRPK	1.00
B00J9C5US2	B015LYRCFK	1.00
B01I5QJDZ8	B06XRSGM2R	1.00
B01M3R75G6	B07C5F6YDF	1.00
B07BP31RLV	B001E2R2M2	1.00
B00IP8Q9KE	B07JKZR4BP	1.00
B00BJH4NWO	B07C9RTFWS	1.00
B0042ZG2K6	B00BZ5S9QG	0.67
B00KQF64EU	B000H3VFLS	1.00
B007P28FN0	B000000XB8	1.00
B003A8H7NW	B00KQF4VZY	1.00
B00WFAGA7A	B00236ZCMK	1.00
B013Y79ZJ2	B07J4VF2C8	0.67
B002KJ3A74	B001E2R2M2	1.00
B003E8ZORY	B07J4VF2C8	0.67
B00BJH4NWO	B00BG34G3C	1.00
B003VR4XH0	B00LCVVDOI	1.00
B01NAZEPPF	B015LYRCFK	1.00
B01C375RCI	B002UDUPP0	1.00
B06WW5SZLV	B07J4VF2C8	0.67
B01FR8IDFI	B008DD5114	0.67
B00I5RKX02	B01KU4LRW0	1.00
B07C5F6YDF	B00318CBS2	1.00
B07BR6RMYS	B00236ZCMK	0.75
B000PLTLNG	B003QHZARM	0.67
B01KU4LRW0	B01N2OZV41	0.67
B06XRSGM2R	B01EV7JN5K	1.00
B00MDU0XCA	B002B57MA8	0.50
B01NAZENBS	B00J9C5US2	1.00
B011W56OXS	B07C27N7WM	0.67
B01IVEI1WA	B01FR8IDFI	1.00
B01I5QJDZ8	B01FI68VQA	1.00
B000H3T5HO	B001E2R2M2	1.00
B011W56OXS	B00T6JFPBK	0.67
B00MDU0XCA	B00WFAGA7A	0.50
B00LCVVDOI	B01KWX8NU8	1.00
B00BJH25Y2	B00MDU0XCA	1.00
B00GN3KC6U	B00001TOXD	1.00
B074MNNW5T	B00OQ7R9DE	1.00
B01HNOIS4A	B012S37HQ6	1.00
B00P2D5U7I	B002YAGIOG	1.00
B01C375RCI	B000A0UO0G	1.00
B00JMBDTWO	B00KQF4VZY	1.00
B003E8ZORY	B01FR8IDFI	1.00
B07LBZVCQT	B00BZ5S9QG	1.00
B07KGHTC97	B00IP8Q9KE	1.00
B012S37HQ6	B01M3R75G6	1.00
B01I5QJDZ8	B01C7YZN1C	1.00
B01M3R75G6	B000000XB8	1.00
B074MN5RRD	B008DD510A	1.00
B07D1TRJ94	B007P28FN0	0.83
B01KWX8NU8	B002KJ3A74	0.50
B013Y79ZJ2	B001V51SIG	0.67
B00I5RKX02	B003E8ZORY	1.00
B00KQF4VZY	B07JHBBGQ9	0.67
B003E8ZORY	B001V51SIG	0.67
B074MNNW5T	B013Y79ZJ2	1.00
B01LQP6VTG	B07LBZVCQT	0.67
B005TS13Y0	B012S37HQ6	1.00
B06WW5SZLV	B001V51SIG	0.67
B00236ZCMK	B00IMSWSZ2	0.60
B01FI68VQA	B00T6JFPBK	1.00
B013Y79ZJ2	B00YS65KTS	1.00
B01FR8IDFI	B01KBF01FM	0.67
B00TDNNUMK	B00LCVVDOI	1.00
B07C27N7WM	B01KU4LRW0	1.00
B01LQP6VTG	B00LCVVDOI	0.67
B06XRSGM2R	B01H5RFYT2	1.00
B0030552C8	B015LYRCFK	1.00
B07JKZR4BP	B00LCVVDOI	0.75
B01N8VPAQG	B0006GK6YS	1.00
B06XRSGM2R	B00WO3ML6C	1.00
B01KBF01FM	B01EV7JN5K	1.00
B00W9DYBDS	B012S37HQ6	1.00
B07CM33RK6	B01LX9T2O1	1.00
B00IP8Q9KE	B00IMSWSZ2	1.00
B002N3CE0Q	B00BZ5S9QG	0.67
B07CKZVG19	B01NC0KC30	1.00
B07DC8BR3B	B00567KJ6C	1.00
B00W9DYBDS	B009A882D0	1.00
B007VITJN8	B00MWQKXTI	1.00
B008DD5114	B01ENRXHLO	1.00
B07BXKYRN6	B00009NQW1	1.00
B013O1T4NA	B07CM33RK6	1.00
B01M3R75G6	B01HNOIS4A	1.00
B00TDNNUMK	B002UDUPP0	1.00
B01ENRXHLO	B01H5RFYT2	1.00
B001V51SIG	B01KU4LRW0	1.00
B003S3SPZS	B01LQP6VTG	1.00
B003AIKE6E	B00318CBS2	1.00
B07FXN39TM	B00BZ5S9QG	1.00
B002B57MA8	B00NVKOEV2	0.67
B076QJBZ9B	B000A0UO0G	1.00
B00YS65KTS	B01C7YZN1C	0.67
B00BJH4NWO	B015GPJF2C	1.00
B00F8JH15U	B06WW5SZLV	1.00
B01FI68VQA	B016C9GLBY	1.00
B07CRWD727	B003A7PB5Y	1.00
B0089B1YSE	B074N78SXG	1.00
B008DD5114	B01IVEI1WA	1.00
B002N3CE0Q	B001E2R2M2	1.00
B003AIKE3C	B00KX22PBC	1.00
B00BJH25Y2	B01KWX8NU8	1.00
B07C27N7WM	B00WO3ML6C	1.00
B008DD51O6	B00YS65KTS	1.00
B012S37HQ6	B001SES07C	1.00
B06XRSGM2R	B00OQ7R9DE	1.00
B0056YN2CS	B076BQDH8N	1.00
B0042U3F6A	B002B57MA8	0.67
B008DD51O6	B0765CR135	0.67
B00BJH3JT2	B01KWX8NU8	1.00
B01NAZENBS	B01NC0KC30	1.00
B01KBF01FM	B01H5RFYT2	1.00
B01FR8IDFI	B01C7YZN1C	0.67
B075FY33QD	B00KQF4VZY	1.00
B015LYRCFK	B01NAZENBS	1.00
B000YPMJF0	B002UDUPP0	1.00
B00J4JWL4G	B01NAZENBS	0.67
B07DC8BR3B	B0084Z6WUK	1.00
B07D1TRJ94	B005TS13Y0	0.83
B000YPMJF0	B074QMGVML	1.00
B0087UHZ9O	B00MDU0XCA	1.00
B00W9DYAIY	B012S37HQ6	1.00
B00FB3JHVO	B003A8H7NW	0.67
B005TS13Y0	B00318CBS2	1.00
B001V51SIG	B003E8ZORY	1.00
B00JMBDTWO	B075FY33QD	1.00
B007KFQ3E0	B07BT98MVN	1.00
B007P28FN0	B012S37HQ6	1.00
B00W9DYAIY	B009A882D0	1.00
B06XRSGM2R	B013Y79ZJ2	1.00
B06WW5SZLV	B06XRSGM2R	1.00
B00T6JFPBK	B01EV7JN5K	1.00
B00BJH4NXS	B01KWX8NU8	1.00
B000H3T5HO	B07BR6RMYS	0.57
B07C9RTFWS	B01KWX8NU8	0.67
B00T6JFPBK	B01KU4LRW0	1.00
B00BZ5S9TI	B002UDUPP0	1.00
B00NVKOEV2	B07KGHTC97	0.67
B07LBZVCQT	B002N3CE0Q	0.67
B00J9C5US2	B00BIGBAEK	1.00
B015LYRCFK	B01NAZEPPF	1.00
B00J4JWL4G	B01NAZEPPF	0.67
B000H3NRPK	B015GPJF2C	0.50
B01ENRXHLO	B00OQ7R9DE	1.00
B00004U3SS	B0042U3F6A	1.00
B00BG34G3C	B00236ZCMK	0.83
B074MN5RRD	B074MNNW5T	1.00
B01FQUHACY	B008DD51O6	1.00
B00NVKOEV2	B019NGYG2E	0.67
B00P2D5U7I	B07C5F6YDF	1.00
B06WW5SZLV	B00T6JFPBK	0.67
B003A7PB5Y	B01EV7JN5K	1.00
B00R9X97YG	B075VFSLF2	1.00
B01NAZEPPF	B00BIGBAEK	1.00
B00F8JH15U	B00YS65KTS	1.00
B07KGHTC97	B00001TOXD	1.00
B002N3CE0Q	B00WFAGA7A	0.67
B001RNO30W	B009A882D0	1.00
B01KU4LRW0	B01I5QJDZ8	0.67
B00NVKOEV2	B000HG8XXS	0.67
B00CXOLAWI	B07BXKYRN6	1.00
B01IVEI1WA	B074MN5RRD	1.00
B00LCVVDOI	B002UDUPP0	1.00
B01KBF01FM	B00OQ7R9DE	1.00
B008DD51O6	B074MNNW5T	1.00
B004AI3XUM	B075FY33QD	1.00
B07JKZR4BP	B0042ZG2K6	0.50
B07JKZR4BP	B00BJH25Y2	0.50
B013O1T4NA	B07BRDZVK2	1.00
B01H5RFYT2	B00F8JH15U	0.67
B00MDU0XCA	B000H3NRPK	1.00
B06XRSGM2R	B01N2OZV41	0.67
B019NGYG2E	B00BZ5PE64	1.00
B00BJH25Y2	B015GPJF2C	1.00
B002UDUPP0	B01LQP6VTG	0.50
B000H3VFLS	B00R9X97YG	1.00
B00J4JWL4G	B00J9C5US2	0.67
B07D1TRJ94	B07CM33RK6	0.83
B01LQP6VTG	B003S3SPZS	0.67
B01KBF01FM	B013Y79ZJ2	1.00
B015GPJF2C	B001E2R2M2	1.00
B00MDU0XCA	B00236ZCMK	1.00
B076QJBZ9B	B07BR6RMYS	1.00
B003A7PB5Y	B01H5RFYT2	1.00
B002B57MA8	B0087UHZ9O	0.67
B00T6JFPBK	B01N2OZV41	1.00
B01FI68VQA	B0765CR135	1.00
B013Y79ZJ2	B003A7PB5Y	1.00
B07KGHTC97	B00MDU0XCA	1.00
B007KFQ3E0	B01HNOIS4A	1.00
B06WW5SZLV	B003A7PB5Y	1.00
B07B7L8C6K	B001EVXRE0	0.67
B00IKCMPB2	B00J4JWL4G	1.00
B00BJH25Y2	B07LBZVCQT	1.00
B0030552C8	B00BIGBAEK	1.00
B07C9RTFWS	B015GPJF2C	0.67
B00JMBDN8O	B00YD39QS2	0.67
B002UDUPP0	B000H3NRPK	0.83
B00WFAGA7A	B00BG34G3C	1.00
B002UDUPP0	B003QHZDW4	0.50
B002N3CE0Q	B00BMDAEHS	1.00
B00BJH4NWO	B003ITL74S	1.00
B00F8JH15U	B074MNNW5T	1.00
B003AIKE6E	B007KFQ3E0	1.00
B0084Z6WUK	B07BXKYRN6	1.00
B00IMSWSZ2	B00BJH4NWO	0.67
B000A0UO0G	B07FXN39TM	0.50
B07532QVC5	B00ZPFA8T8	1.00
B003IC4W6A	B06XRSGM2R	1.00
B01N2OZV41	B01ENRXHLO	1.00
B01H5RFYT2	B008DD5114	0.67
B01LXD6YDV	B001E2R2M2	1.00
B00T6JFPBK	B00OQ7R9DE	1.00
B000H3T5HO	B00236ZCMK	0.71
B003AIKE3C	B012S37HQ6	1.00
B003ITL74S	B001E2R2M2	1.00
B011W56OXS	B06XRSGM2R	1.00
B00567KJ6C	B00009NQW1	1.00
B07B7L8C6K	B00KQF64EU	0.67
B000PLTLNG	B07JHBBGQ9	0.67
B003A7PB5Y	B00OQ7R9DE	1.00
B000WCSAN0	B003ITL74S	1.00
B07BR6RMYS	B002KJ3A74	0.75
B074QMGVML	B000H3T5HO	1.00
B00IMSWSZ2	B003ITL74S	0.67
B00BJH3JT2	B002UDUPP0	1.00
B00236ZCMK	B000H3NRPK	1.00
B00TDNNUMK	B001E2R2M2	1.00
B007KFQ3E0	B00P2D5U7I	1.00
B01I5QJDZ8	B0765CR135	1.00
B00YS65KTS	B07J4VF2C8	0.67
B00OQ7R9DE	B00T6J4IQI	0.67
B01NC0E9X4	B0041GWHEG	1.00
B000H3NRPK	B003ITL74S	0.50
B000H3NRPK	B00LCVVDOI	0.67
B003A7PB5Y	B013Y79ZJ2	1.00
B01C7YZN1C	B008DD5114	1.00
B00WO3ML6C	B01I5QJDZ8	0.67
B00JMBDN8O	B00FB3JHVO	1.00
B01H5RFYT2	B01KBF01FM	0.67
B00GN3KC6U	B01LQP6VTG	1.00
B00BZ5S9TI	B00BZ5S9QG	0.67
B00W9DYBDS	B007KFQ3E0	1.00
B01IVEI1WA	B01EV7JN5K	1.00
B01C8MOSSC	B0030552C8	1.00
B003IC4W6A	B011W56OXS	1.00
B007FPQ3TU	B00SOFZTCW	1.00
B019NGYG2E	B003QHZDW4	1.00
B01C375RCI	B00004U3SS	1.00
B00J4JWL4G	B01NC0KC30	0.67
B07C5F6YDF	B01LX9T2O1	1.00
B00MDU0X7A	B001M5CSW0	1.00
B013Y79ZJ2	B01ENRXHLO	0.67
B0765CR135	B074MN5RRD	1.00
B01C375RCI	B00BG34FKG	1.00
B003E8ZORY	B01ENRXHLO	0.67
B019NGYG2E	B00NVKOEV2	1.00
B01I5QJDZ8	B06WW5SZLV	1.00
B013Y79ZJ2	B01KU4LRW0	1.00
B00BJH25Y2	B07KGHTC97	1.00
B07J4VF2C8	B003A7PB5Y	1.00
B00BIGBAEK	B0030552C8	1.00
B00BZ5S9TI	B001E2R2M2	1.00
B00WFAGA7A	B015GPJF2C	1.00
B015GPJF2C	B00BJH25Y2	0.67
B015LYRCFK	B01BVF5CN2	1.00
B013Y79ZJ2	B01IVEI1WA	0.67
B01EV7JN5K	B01KBF01FM	0.67
B00BJH4NXS	B002N3CE0Q	1.00
B00BJH25Y2	B019NGYG2E	1.00
B00YS65KTS	B0765CR135	0.67
B003A7PB5Y	B01N2OZV41	0.67
B01LX9T2O1	B07CM33RK6	1.00
B00BZ5PE64	B00BG34FKG	1.00
B003S3SPZS	B00001TOXD	1.00
B003QHZDW4	B00BG34G3C	1.00
B01NC0KC30	B0030552C8	1.00
B01IVEI1WA	B01H5RFYT2	1.00
B002N3CE0Q	B003ITL74S	0.67
B01KU4LRW0	B003E8ZORY	1.00
B01KU4LRW0	B016C9GLBY	1.00
B003E8ZORY	B008DD51O6	1.00
B001EVXRE0	B000PLTLNG	1.00
B002B57MA8	B00MDU0XCA	0.67
B074MN5RRD	B01KU4LRW0	1.00
B003QHZDW4	B003QHZAKO	0.67
B01H5RFYT2	B01C7YZN1C	0.67
B000ZQ667A	B007FPQ3SQ	1.00
B000000XB8	B001SES07C	1.00
B00BM5RUNM	B00001TOXD	0.67
B003E8ZORY	B01H5RFYT2	1.00
B07BRDZVK2	B00KX22PBC	1.00
B00J9C5US2	B07CKZVG19	1.00
B00P2D5U7I	B07BRDZVK2	1.00
B00GN3KC6U	B07KGHTC97	1.00
B01IVEI1WA	B01N2OZV41	1.00
B00DM276NW	B00SOFZTCW	1.00
B07BP31RLV	B00BG34FKG	1.00
B00BZ5PE64	B003QHZDW4	1.00
B000H3VFLS	B075VFSLF2	1.00
B07JKZR4BP	B00001TOXD	1.00
B008DD51O6	B01KU4LRW0	1.00
B01I5QJDZ8	B00YS65KTS	1.00
B01NAZEPPF	B07CKZVG19	1.00
B002KJ3A74	B00BG34FKG	1.00
B01H5RFYT2	B01FQUHACY	0.67
B07BR6RMYS	B01LQP6VTG	0.50
B0087UKLR2	B00NVKOEV2	0.67
B00OQ7R9DE	B01N2OZV41	0.67
B074MN5RRD	B003E8ZORY	1.00
B01FI68VQA	B06XRSGM2R	1.00
B003S3SPZS	B00MDU0XCA	1.00
B003AIKE6E	B01LX9T2O1	1.00
B074MN5RRD	B016C9GLBY	1.00
B07BXKYRN6	B076BQDH8N	1.00
B019NGYG2E	B00IP8Q9KE	1.00
B00LCVVDOI	B07LBZVCQT	0.60
B00BMDAEHS	B07JKZR4BP	0.67
B00T6JFPBK	B003IC4W6A	1.00
B016C9GLBY	B003IC4W6A	1.00
B0009H5GWQ	B000KL36EQ	1.00
B01IVEI1WA	B00OQ7R9DE	1.00
B0042U3F6A	B000H67LEA	0.67
B07LBZVCQT	B00BMDAEHS	0.67
B004GGU9QY	B012S37HQ6	1.00
B07C9RTFWS	B003S3SPZS	0.67
B00BG34G3C	B00NVKOEV2	0.50
B00OQ7R9DE	B07CRWD727	0.67
B004GGU9QY	B009A882D0	1.00
B01HNOIS4A	B001SES07C	1.00
B00WO3ML6C	B00F8JH15U	0.67
B076QJBZ9B	B0042ZG2K6	1.00
B008DD51O6	B003E8ZORY	1.00
B0042ZG2K6	B07LBZVCQT	0.67
B01IVEI1WA	B013Y79ZJ2	1.00
B0042ZG2K6	B00LCVVDOI	0.67
B07C5F6YDF	B004GGU9QY	1.00
B01H5RFYT2	B01FR8IDFI	1.00
B00R9X97YG	B00YD39QS2	1.00
B000PLTLNG	B075FY33QD	0.67
B00F8JH15U	B01KU4LRW0	1.00
B000A0UO0G	B07JKZR4BP	0.50
B01BVF5CN2	B0030552C8	1.00
B01NAZEPPF	B01C8MOSSC	1.00
B07FXN39TM	B07BR6RMYS	1.00
B00NVKOEV2	B00IMSWSZ2	0.67
B00IP8Q9KE	B00BJH25Y2	0.67
B003E8ZORY	B013Y79ZJ2	1.00
B0042U3F6A	B00BG34G3C	1.00
B0042U3F6A	B00001TOXD	1.00
B0030552C8	B07CKZVG19	1.00
B00BG34FKG	B002KJ3A74	0.50
B00MDU0XCA	B01KWX8NU8	1.00
B01I5QJDZ8	B074MNNW5T	1.00
B07C27N7WM	B011W56OXS	1.00
B000HG8XXS	B001E2R2M2	1.00
B002KJ3A74	B07JKZR4BP	1.00
B00JMBDTWO	B001EVXRE0	1.00
B00FB3JHVO	B00YD39QS2	0.67
B002YAGIOG	B07C5F6YDF	1.00
B075FY33QD	B000H3VFLS	1.00
B07CRWD727	B01EV7JN5K	1.00
B00BZ5PE64	B00IP8Q9KE	1.00
B01LXD6YDV	B003ITL74S	1.00
B06XRSGM2R	B07CRWD727	0.67
B015GPJF2C	B00236ZCMK	1.00
B000R4KNE2	B00001TOXD	1.00
B003AIKE3C	B007KFQ3E0	1.00
B00LCVVDOI	B000A0UO0G	0.60
B01HNOIS4A	B005TS13Y0	1.00
B00F8JH15U	B003E8ZORY	1.00
B00IKCMPB2	B01NAZENBS	1.00
B01FR8IDFI	B01EV7JN5K	1.00
B000A0UO0G	B000H3NRPK	1.00
B00F8JH15U	B016C9GLBY	1.00
B074MNNW5T	B008DD51O6	1.00
B075VFSLF2	B000H3VFLS	0.67
B00T6JFPBK	B06XRSGM2R	1.00
B07LBZVCQT	B00LCVVDOI	1.00
B003A8H7NW	B004661X8W	1.00
B00BZ5S9QG	B00NVKOEV2	0.67
B016C9GLBY	B06XRSGM2R	1.00
B004661X8W	B00R9X97YG	1.00
B001E2R2M2	B07JKZR4BP	0.50
B06XRSGM2R	B01FI68VQA	0.67
B01N2OZV41	B00YS65KTS	1.00
B0056YN2CS	B00CXOLAWI	1.00
B00MDU0XCA	B0042ZG2K6	0.50
B002N3CE0Q	B00BG34FKG	1.00
B00FB3JHVO	B000H3VFLS	0.67
B00WO3ML6C	B011W56OXS	1.00
B00YS65KTS	B003A7PB5Y	1.00
B01HNOIS4A	B013O1T4NA	1.00
B008DD510A	B001V51SIG	0.67
B00KQF64EU	B00R9X97YG	1.00
B0030552C8	B01C8MOSSC	1.00
B00JMBDTWO	B00KQF64EU	1.00
B011W56OXS	B00WO3ML6C	1.00
B00009NQW1	B0056YN2CS	1.00
B07C9RTFWS	B003QHZAKO	0.67
B00FB3JHVO	B004661X8W	0.67
B07BRDZVK2	B012S37HQ6	1.00
B001V51SIG	B003A7PB5Y	1.00
B01KU4LRW0	B07J4VF2C8	0.67
B01NAZEPPF	B00UM239Y0	1.00
B002YAGIOG	B000000XB8	1.00
B003QHZAKO	B00001TOXD	1.00
B003QHZDW4	B002UDUPP0	1.00
B005TS13Y0	B013O1T4NA	1.00
B07J4VF2C8	B01I5QJDZ8	1.00
B00JMBDTWO	B004661X8W	1.00
B076BQDH8N	B00009NQW1	1.00
B01FR8IDFI	B01H5RFYT2	1.00
B00WO3ML6C	B01KBF01FM	0.67
B0042ZG2K6	B07FXN39TM	0.67
B015LYRCFK	B00IKCMPB2	1.00
B01HNOIS4A	B00W9DYBDS	1.00
B01M3R75G6	B07BT98MVN	1.00
B0042U3F6A	B01C375RCI	0.67
B007P28FN0	B00W9DYAIY	1.00
B00236ZCMK	B01KWX8NU8	1.00
B00BIGBAEK	B00IKCMPAS	1.00
B01IVEI1WA	B01I5QJDZ8	1.00
B00BJH4NWO	B07C54FVYJ	1.00
B07B7L8C6K	B00R9X97YG	0.67
B01C7YZN1C	B016C9GLBY	1.00
B0006GK6YS	B001M5CSW0	1.00
B000H3T5HO	B01KWX8NU8	0.86
B00IP8Q9KE	B000H3T5HO	1.00
B01LQP6VTG	B00001TOXD	1.00
B001E2R2M2	B000H3NRPK	0.75
